name,status,number,lat,long
Araweté,Vulnerable,339,-5.1347,-52.3388
Northern Pame,Definitely endangered,337,21.9955,-99.6458
Thompson,Severely endangered,335,50.1909,-120.8431
Serili,Vulnerable,328,-8.1136,129.9023
Kaningara,Vulnerable,327,-4.5784,143.3612
Misantla Totonac,Critically endangered,325,19.865,-96.7755
Nemi,Definitely endangered,325,-20.6494,164.6878
Nambiquara do Norte,Vulnerable,323,-11.8028,-59.8095
Matís,Vulnerable,322,-6.1405,-70.664
Wauja,Vulnerable,321,-12.2554,-53.5899
Benggoi,Definitely endangered,320,-3.0748,130.0918
Karitiana,Vulnerable,320,-9.7307,-64.0942
Apalai,Vulnerable,317,1.2084,-55.1074
Kwak'wala,Critically endangered,315,50.7338,-127.4982
Southern Zoque,Definitely endangered,312,16.7138,-93.1194
Tilung,Definitely endangered,310,27.1501,86.5077
Opuuo,Critically endangered,307,8.3202,33.8873
Panará,Vulnerable,306,-9.449,-54.5965
Aka,Critically endangered,300,11.0112,34.2333
Bakole,Critically endangered,300,4.5764,8.8439
Bathari,Critically endangered,300,17.8846,55.5853
Brokkat,Definitely endangered,300,27.5618,90.6152
Duwet,Vulnerable,300,-6.4763,146.8377
Faire Atta,Severely endangered,300,18.027,120.4929
Green Gelao (China),Critically endangered,300,27.7022,106.0952
Green Gelao (Viet Nam),Critically endangered,300,23.1333,105.25
Guatuso,Severely endangered,300,10.6723,-84.8256
Gupapuyngu,Vulnerable,300,-12.6624,136.549
Istro-Romanian,Severely endangered,300,45.3907,14.436
Jicarilla Apache,Severely endangered,300,36.9336,-106.9984
Kandas,Vulnerable,300,-4.4121,152.7868
Kangjia,Severely endangered,300,36.0757,102.2991
Kaxarari,Critically endangered,300,-9.5682,-66.1596
Kwansu,Vulnerable,300,-2.5383,140.2061
Legenyem,Vulnerable,300,-0.3186,130.7345
Mandaic,Critically endangered,300,31.3348,48.7023
Mangareva,Severely endangered,300,-23.1226,-134.978
Mani,Critically endangered,300,9.1129,-13.2165
Maniq,Definitely endangered,300,7.35,99.9333
Mono,Critically endangered,300,8.6679,14.1723
Northern Paiute (Oregon),Critically endangered,300,43.5883,-119.0595
Phong,Definitely endangered,300,18.3333,105
Shanenawa,Vulnerable,300,-8.1014,-70.2129
Sissano,Critically endangered,300,-3.0129,142.0491
Skolt Saami,Severely endangered,300,69.5333,28.6269
Tarpia,Severely endangered,300,-2.3723,140.0317
Tause,Vulnerable,300,-2.8744,136.2469
Thaayorre,Definitely endangered,300,-15.0867,141.7167
Tlingit (United States of America),Critically endangered,300,58.334,-133.7475
Tol,Critically endangered,300,15.293,-87.1416
Tsakonian,Critically endangered,300,37.1712,22.7911
Tuahka,Severely endangered,300,13.838,-84.4409
Ute (Utah),Severely endangered,300,40.2329,-109.8223
Vedda,Definitely endangered,300,7.346,81.3935
Vera'a,Definitely endangered,300,-13.872,167.4323
Warapu,Severely endangered,300,-2.9876,141.9838
Waru,Definitely endangered,300,-3.4393,121.9921
Yawarana,Severely endangered,300,5.3863,-66.0058
Yimas,Severely endangered,300,-4.6038,143.6077
Tilapa Otomí,Severely endangered,292,18.8923,-99.2986
Paumarí,Severely endangered,290,-5.8947,-64.5996
Wayana (Brazil),Vulnerable,288,1.3182,-55.2612
Achagua,Severely endangered,283,4.434,-70.8837
Guajá,Vulnerable,283,-3.4914,-46.2963
Maniwaki Algonquin,Severely endangered,280,46.3392,-76.0485
Alabama,Definitely endangered,275,30.7158,-94.7028
Cocopa (Arizona),Severely endangered,275,32.608,-114.6497
Miltu,Critically endangered,272,10.2149,17.3913
Arara do Pará,Vulnerable,271,-3.7546,-52.976
Kaki Ae,Vulnerable,266,-7.9653,145.7858
Nisga'a,Severely endangered,265,55.2035,-129.07
"Zapotec of the Valleys, central",Severely endangered,257,16.85,-96.6666
Bosilewa,Vulnerable,250,-9.449,150.661
Caquinte Campa,Definitely endangered,250,-11.146,-73.4765
Gwich'in (Canada),Severely endangered,250,67.4407,-134.8272
Kaibobo,Definitely endangered,250,-3.1843,128.1829
Kaiep,Vulnerable,250,-3.6666,143.8166
Kaiy,Vulnerable,250,-2.943,138.1777
Laji,Critically endangered,250,22.5304,105.885
Lehali,Vulnerable,250,-13.5205,167.2998
Lillooet,Severely endangered,250,50.3326,-122.6789
Löyöp,Vulnerable,250,-13.5311,167.3368
Nyangumarta,Vulnerable,250,-20.016,120.4101
Pear,Severely endangered,250,12.4666,102.65
Ruc,Definitely endangered,250,17.6833,105.7833
Sause,Severely endangered,250,-3.1706,139.7515
Texistepecan,Severely endangered,250,17.8941,-94.8163
Winnebago (Nebraska),Severely endangered,250,42.2475,-96.4722
Winnebago (Wisconsin),Severely endangered,250,44.2986,-90.8508
Zapotec of San Bartolo Yautepec,Severely endangered,246,16.4333,-95.9666
Mixtec of San Miguel Piedras,Severely endangered,243,17,-97.05
North Alaskan Inupiaq (Canada),Severely endangered,240,68.3217,-133.532
Waiwai (Guyana),Vulnerable,240,1.5598,-58.5131
As,Vulnerable,230,-0.736,131.7727
Siglitun,Severely endangered,230,69.4386,-132.9998
K'iche' (Mexico),Definitely endangered,226,19.3482,-90.7177
Paipai,Severely endangered,226,29.65,-115.1333
Garuwahi,Definitely endangered,225,-10.2284,150.4083
Picuris,Vulnerable,225,36.1914,-105.7151
Neku,Severely endangered,221,-21.5169,165.4568
Tiri,Definitely endangered,221,-21.6141,165.7836
Danisi,Critically endangered,220,-19.4769,25.2136
Emplawas,Definitely endangered,220,-8.0374,129.7375
Mixtec of the northeast lowlands,Severely endangered,220,17.5333,-97.35
Musom,Definitely endangered,219,-6.5391,146.9119
Pwaamèi,Definitely endangered,219,-20.8767,164.7413
"Zapotec of the Valleys, west",Definitely endangered,211,16.2666,-96.8833
Karo,Vulnerable,208,-10.5749,-61.5893
Cocopa (Mexico),Definitely endangered,206,32.25,-115.25
Korúbo,Vulnerable,205,-5.8346,-70.9277
Aja,Critically endangered,200,8.6136,25.2465
Antakirinya,Definitely endangered,200,-26.7848,134.2968
Bana,Severely endangered,200,20.4836,100.3161
Baras,Severely endangered,200,-1.8838,119.3774
Batak,Definitely endangered,200,10.1081,119
Birri,Critically endangered,200,5.4902,26.8505
Bonggo,Severely endangered,200,-2.2461,139.5208
Central Siberian Yupik (Chukotka),Severely endangered,200,64.546,-173.128
Chawte,Definitely endangered,200,24.1918,94.2736
Che Wong,Definitely endangered,200,3.6271,102.1907
Defaka,Critically endangered,200,4.538,7.5311
Doga,Definitely endangered,200,-9.6278,149.8384
Dorig,Definitely endangered,200,-14.3236,167.5669
Dukha,Severely endangered,200,51.9307,98.9318
Emae,Vulnerable,200,-17.0567,168.3956
Erokwanas,Vulnerable,200,-2.8113,132.6708
Gowro,Severely endangered,200,35.0254,72.9341
Hayu,Critically endangered,200,27.2912,86.0696
Hidatsa,Definitely endangered,200,47.7321,-102.6758
Ingrian,Severely endangered,200,59.7397,28.7017
Iwaidja,Vulnerable,200,-11.4592,132.55
Kadai,Definitely endangered,200,-1.7465,125.2606
Kao,Definitely endangered,200,1.1479,127.8204
Karo,Critically endangered,200,5.2003,36.0681
Kelo,Critically endangered,200,9.4463,34.0219
Kokota,Vulnerable,200,-8.0347,159.1781
Koneraw,Vulnerable,200,-8.3854,137.9415
Koroshi,Critically endangered,200,29.8978,52.6574
Magori,Vulnerable,200,-10.2554,149.2108
Maung,Vulnerable,200,-11.913,133.7255
Mehináku,Vulnerable,200,-12.5423,-53.2403
Moghol,Critically endangered,200,34.3569,61.5875
Ningalami,Severely endangered,200,35.2355,71.51
Northern Alta,Severely endangered,200,15.7162,121.4085
Numbani,Vulnerable,200,-7.5177,147.2991
Nung Ven,Vulnerable,200,23.15,105.2166
Ongamo,Critically endangered,200,-2.932,37.4853
Orejón,Severely endangered,200,-2.7674,-72.9492
Pacific Gulf Yupik,Severely endangered,200,58.1938,-155.6542
Pipil,Critically endangered,200,13.722,-89.7195
Saisiyat,Severely endangered,200,24.5977,121.0762
Sauk-Fox,Critically endangered,200,41.9637,-92.5768
Sepa,Vulnerable,200,-4.3245,144.9755
Shark Bay,Vulnerable,200,-15.2987,167.1459
Southern Chocho,Severely endangered,200,17.6608,-97.335
Theen,Severely endangered,200,20.2022,102.8538
Töitschu,Severely endangered,200,45.6913,7.8682
|Xaise,Critically endangered,200,-21.2458,26.1776
Beaver,Definitely endangered,195,56.481,-121.8831
Nootka,Severely endangered,185,49.2818,-126.0627
Tipai (Mexico),Severely endangered,184,32,-116.1166
Uru-eu-au-au,Vulnerable,183,-11.6852,-63.6547
Eastern Chocho,Severely endangered,181,17.7223,-97.3213
Bahonsuai,Definitely endangered,180,-2.2186,121.6845
Bedoanas,Vulnerable,180,-2.7263,132.5582
Jarawára,Vulnerable,180,-7.2153,-65.0115
Keder,Severely endangered,180,-2.043,139.0979
Straits Salish,Severely endangered,180,48.4457,-123.4205
Zo'é,Vulnerable,177,0.7909,-57.1289
Central Ojibwe,Definitely endangered,175,50.2275,-86.9635
Kuurinji,Definitely endangered,175,-18.1047,129.8474
Mwatebu,Definitely endangered,166,-10.0202,151.0537
Zazao,Critically endangered,166,-8.1832,159.2269
"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,164,16.6333,-96.95
Pije,Severely endangered,161,-20.7869,164.9487
Aweti,Vulnerable,160,-12.2053,-53.3705
Koro,Definitely endangered,160,-14.3242,167.4728
Meriam Mir,Definitely endangered,160,-9.9201,144.0472
Onjab,Vulnerable,160,-9.2973,149.1613
Tsimshian,Critically endangered,160,54.5016,-130.3832
Chihuahua Lower Pima,Definitely endangered,159,28.686,-106.1378
Sonora Lower Pima,Severely endangered,159,28.3716,-108.9265
Kaska,Severely endangered,155,61.9751,-132.4544
Aikana,Definitely endangered,150,-12.651,-60.3918
Aleut (Eastern),Critically endangered,150,54.7212,-164.4433
Aleut (Western),Severely endangered,150,52.2304,-174.1978
Amblong,Definitely endangered,150,-15.4933,166.9846
Arguni,Vulnerable,150,-2.6632,132.5418
Assiniboine (United States of America),Critically endangered,150,48.4466,-114.8783
Baki,Vulnerable,150,-16.7013,168.145
Cacua,Severely endangered,150,0.9166,-69.5
Camarines Norte Agta,Severely endangered,150,14.0135,122.8873
Cubeo (Brazil),Definitely endangered,150,1.2713,-67.8076
Gwich'in (United States of America),Severely endangered,150,68.1171,-145.5173
Hiw,Definitely endangered,150,-13.1343,166.5671
Katxuyana-Xikuyána,Vulnerable,150,2.043,-55.4589
Ket,Severely endangered,150,62.6236,87.7148
Koyukon,Critically endangered,150,66.3375,-151.1608
Malmariv,Vulnerable,150,-15.2656,166.9104
Mt. Iraya Agta,Definitely endangered,150,13.459,123.5467
Ocaina (Peru),Critically endangered,150,-2.8552,-71.9824
Papapana,Definitely endangered,150,-5.8974,155.2505
Quechan,Definitely endangered,150,32.7279,-114.7255
Southern Ayta,Critically endangered,150,13.027,124.1549
Tundra Yukagir,Critically endangered,150,69.1654,154.4732
Tupari,Definitely endangered,150,-12.0876,-62.4792
Wari,Definitely endangered,150,-3.2173,138.4497
Yavapai,Severely endangered,150,34.5638,-112.4453
Mlabri,Definitely endangered,149,18.4796,101.0961
Negidal,Critically endangered,147,52.942,139.779
Suarmin,Definitely endangered,145,-5.0526,141.9818
Kickapoo (Mexico),Critically endangered,144,28,-101.75
Wab,Vulnerable,142,-5.6296,146.39
Motocintlec,Critically endangered,141,15.3709,-92.2484
Dengalu,Definitely endangered,140,-7.0572,146.3598
Dimbong,Critically endangered,140,4.7078,10.6567
Kunbarlang,Severely endangered,140,-12.0661,134.0661
Machineri (Bolivia),Severely endangered,140,-11.146,-69.0161
Taworta,Vulnerable,140,-3.2776,138.7902
ǂHoa,Critically endangered,140,-24.1668,24.4885
Handuri,Critically endangered,138,31.0011,77.3107
Suruahá,Vulnerable,136,-6.8828,-66.9726
Kutenai,Severely endangered,135,49.6467,-115.7372
Nauna,Vulnerable,130,-2.2159,148.1986
Okanagan,Definitely endangered,130,50.3059,-119.3228
Piu,Definitely endangered,130,-6.9591,146.4257
Ocaina (Colombia),Severely endangered,126,-2,-71.5
Yuki,Severely endangered,125,-16.2463,-65.0061
Asurini do Xingu,Vulnerable,124,-3.9095,-52.4707
Nahukwa,Definitely endangered,124,-12.1043,-53.2944
Aputai,Critically endangered,120,-7.6511,126.4086
Budibud,Vulnerable,120,-9.2973,153.6891
Capanahua,Severely endangered,120,-6.5991,-74.2895
Dâw,Vulnerable,120,0.2197,-68.7744
Ili Turk,Severely endangered,120,44.0244,81.145
Lamu,Critically endangered,120,26.2434,100.8654
Obokuitai,Vulnerable,120,-2.9046,138.0816
Polonomombauk,Definitely endangered,120,-15.4907,167.0814
Samre,Critically endangered,120,12.1166,103.0833
Tutuba,Definitely endangered,120,-15.5727,167.275
Northern Tutchone,Definitely endangered,115,62.8255,-136.5838
Dubu,Vulnerable,110,-3.5134,140.8612
Haisla,Critically endangered,110,53.9745,-128.6443
Heiltsuk,Critically endangered,105,52.1591,-128.1546
Kwegu,Critically endangered,103,5.4191,36.0791
Adnyamathanha,Definitely endangered,100,-30.6,138.6035
Ainbai,Severely endangered,100,-3.1,141.2
Arem,Severely endangered,100,18.1771,105.3369
Banawá Yafi,Vulnerable,100,-6.6427,-64.5996
Bara (Colombia),Critically endangered,100,0.05,-70.1733
Bikaru,Severely endangered,100,-4.8,143
Boor,Critically endangered,100,10.2149,17.3721
Burate,Severely endangered,100,-2.7811,135.9915
Callahuaya,Critically endangered,100,-15.1357,-69.1699
Comanche,Severely endangered,100,34.6086,-98.3904
Dabra,Vulnerable,100,-3.4092,139.0209
Djinang,Definitely endangered,100,-12.3507,135.1098
Dulbu,Critically endangered,100,9.985,10.0579
Ghomara,Critically endangered,100,35.0108,-5.5151
Itelmen,Critically endangered,100,57.1496,156.9012
Jebero,Critically endangered,100,-5.3097,-75.9814
Jilbe,Critically endangered,100,11.749,14.5458
Kalamo,Severely endangered,100,-6.7,142.5
Kanowit,Severely endangered,100,2.0652,112.1489
Karas,Severely endangered,100,-3.4585,132.6599
Kiong,Critically endangered,100,5.2906,8.3523
Kofei,Severely endangered,100,-2.3833,136.7907
Likum,Definitely endangered,100,-2.1651,146.6921
Maricopa,Severely endangered,100,33.3772,-112.1676
Mohave (Arizona),Severely endangered,100,34.0231,-114.5045
Mohave (California),Severely endangered,100,34.6905,-114.598
Molo,Critically endangered,100,10.898,34.2773
Mulao,Severely endangered,100,26.5851,107.9524
Mvanip,Critically endangered,100,6.7027,11.2225
Nafi,Severely endangered,100,-6.3999,146.802
Nemadi,Critically endangered,100,18.4118,-9.4482
Ninam (Venezuela),Vulnerable,100,4.5435,-63.5668
Omagua (Peru),Critically endangered,100,-4.0724,-73.103
Oroch,Critically endangered,100,49.1781,139.7625
Oroha,Severely endangered,100,-9.7686,161.51
Pauwi,Vulnerable,100,-1.8151,137.8193
Piame,Severely endangered,100,-4.9,142.85
Pyu,Severely endangered,100,-4.5,140.9
Ruga,Critically endangered,100,25.2844,90.4614
Sahaptin,Severely endangered,100,44.7712,-121.2871
Samatao,Critically endangered,100,24.9359,102.7935
Seneca (United States of America),Severely endangered,100,42.3291,-78.868
Senggi,Vulnerable,100,-3.4339,140.7685
Shawnee,Severely endangered,100,35.359,-96.9298
Shiwiar,Severely endangered,100,-2.2186,-76.8164
Shompen,Critically endangered,100,7.0245,93.8232
Soo,Critically endangered,100,2.161,34.5986
Tai Nora,Critically endangered,100,26.8485,94.5648
Tai Rong,Critically endangered,100,26.9024,94.757
Tangam,Critically endangered,100,29.1473,94.5538
Tariana (Brazil),Critically endangered,100,0.9228,-67.5439
Tirahi,Critically endangered,100,34.3139,70.3729
"Ute (Colorado, Southern Ute)",Severely endangered,100,37.115,-107.6331
Vehes,Severely endangered,100,-6.9427,146.9311
Wik Ngathan,Definitely endangered,100,-14.9561,141.8884
Xokleng,Critically endangered,100,-26.5522,-49.0779
Yangkam,Critically endangered,100,9.1048,9.8904
Yarawata,Severely endangered,98,-4.9377,145.4946
O'odham (Mexico),Definitely endangered,94,31.5188,-112.7472
Samosa,Severely endangered,94,-5.0116,145.5386
Mindiri,Severely endangered,93,-5.5517,146.1538
Usu,Severely endangered,93,-5.2851,145.4974
Iteri,Severely endangered,90,-4.0807,141.5039
Ngarinyin,Definitely endangered,90,-16.9096,125.4199
Repanbitip,Definitely endangered,90,-16.3155,167.6026
Tofanma,Vulnerable,90,-3.5675,140.7925
Taiap,Severely endangered,89,-4.1,144.5
Kusunda,Critically endangered,87,27.9275,84.2866
Patamona (Brazil),Vulnerable,87,4.5216,-60.3808
Xiri,Critically endangered,87,-31.3924,21.0498
Narau,Severely endangered,85,-3.3818,139.8202
Ak,Severely endangered,83,-3.6093,141.6604
Araona,Severely endangered,81,-12.4473,-68.1372
Ari,Severely endangered,80,-8,142.4
Assiniboine (Canada),Critically endangered,80,50.3536,-103.4841
Dorro,Severely endangered,80,-9.1834,141.8994
Gong,Severely endangered,80,15.088,99.523
Itik,Vulnerable,80,-2.3181,139.148
Mari,Severely endangered,80,-9.0478,141.8994
Pwapwa,Severely endangered,80,-20.8074,164.5367
Somm,Definitely endangered,80,-6.1296,146.4642
Tobati,Severely endangered,80,-2.6059,140.7997
Moré,Critically endangered,76,-12.0822,-64.9731
Mores,Severely endangered,75,-15.3583,166.8988
Musan,Severely endangered,75,-4.0355,141.361
Papi,Severely endangered,75,-4.5,142
Sarcee,Critically endangered,75,50.9682,-114.3851
Sekani,Critically endangered,75,58.0952,-122.7067
Arawun,Severely endangered,73,-5.5093,145.8929
Siriano (Brazil),Vulnerable,71,0.5244,-67.5
Teko,Severely endangered,71,15.6582,-92.1427
Anus,Severely endangered,70,-2.1268,139.5126
Awera,Vulnerable,70,-2.7084,136.0395
Boruca,Critically endangered,70,9.001,-83.323
Doutai,Severely endangered,70,-3.2282,138.2189
East Cape Yupik,Critically endangered,70,66.0166,-169.7166
Iresim,Severely endangered,70,-3.6011,135.1428
Mafea,Definitely endangered,70,-15.4219,167.2366
Vilamovian,Severely endangered,70,49.7909,18.762
Western Chocho,Severely endangered,70,17.7486,-97.4409
Yankunytjatjara,Definitely endangered,70,-27.3132,132.0666
Yanyuwa,Severely endangered,70,-15.9613,136.3842
Yapunda,Severely endangered,69,-3.5,142.4
Bothar,Severely endangered,68,-9.0695,141.155
Kari'ña (Brazil),Definitely endangered,66,4.0067,-51.6027
Ritharrngu,Definitely endangered,66,-13.1543,134.8242
Northern Straits Salish,Critically endangered,65,48.488,-122.6363
Sumariup,Severely endangered,65,-4.7,143.3
Ixil (Mexico),Critically endangered,64,19.508,-89.3188
Orok,Critically endangered,64,52.3437,143.0557
Carapana (Brazil),Severely endangered,63,-3.0966,-65.061
Yan-nhangu,Definitely endangered,61,-12.094,134.89
Atemble,Definitely endangered,60,-5.1292,144.7421
Bagupi,Definitely endangered,60,-5.0454,145.5822
Carapana (Colombia),Definitely endangered,60,0.9337,-70.8178
Gooniyandi,Severely endangered,60,-18.8335,125.9912
Gurrgoni,Vulnerable,60,-12.1037,134.3408
Kija,Severely endangered,60,-18.0832,128.1884
Montana Salish,Critically endangered,60,47.5944,-114.1182
Ngangikurunggurr,Severely endangered,60,-14.6792,130.3967
Olultecan,Severely endangered,60,17.9277,-94.8969
Senaya,Critically endangered,60,36.2664,50.0042
Tahltan,Critically endangered,60,57.8451,-129.9745
Tembé,Severely endangered,60,-2.6467,-46.7248
Mosimo,Severely endangered,58,-4.9473,145.5551
Tapayuna,Severely endangered,58,-10.5559,-53.0639
Bepour,Severely endangered,57,-4.586,145.4184
Faita,Severely endangered,57,-5.657,145.5001
Teribe (Costa Rica),Critically endangered,57,9.0593,-83.2876
Kiliwa,Critically endangered,56,31.25,-115.6166
Moere,Severely endangered,56,-4.6038,145.437
Baure,Critically endangered,55,-13.1008,-64.5007
Southern Haida,Critically endangered,55,53.2697,-131.9861
Tlingit (Canada),Critically endangered,55,60.171,-132.7395
Upper Tanana (United States of America),Critically endangered,55,62.6867,-141.2182
Zapotec of Asunción Tlacolulita,Critically endangered,53,16.3,-95.7166
Trumai,Critically endangered,51,-11.8807,-53.6009
Arabela,Severely endangered,50,-1.5818,-75.3881
Arha,Critically endangered,50,-21.3047,165.0146
Banjima,Severely endangered,50,-22.289,119.3774
Bella Coola,Critically endangered,50,52.3823,-126.7255
Budong-Budong,Critically endangered,50,-2.0601,119.3074
Bulgebi,Definitely endangered,50,-5.7485,146.4532
Chiquitano (Brazil),Critically endangered,50,-17.4345,-58.0627
Forest Yukagir,Critically endangered,50,65.4936,151.0757
Gorovu,Severely endangered,50,-4.5,144.6
Iduh (Lao PDR),Critically endangered,50,19.3292,103.3758
Karaim (Lithuania),Severely endangered,50,54.642,24.9499
Kasong,Critically endangered,50,12.564,102.529
Kayupulau,Critically endangered,50,-2.5464,140.725
Lolak,Critically endangered,50,0.8569,124.0081
Maku'a,Critically endangered,50,-8.4017,127.2271
Makurap,Severely endangered,50,-12.1682,-63.0285
Miriwoong,Critically endangered,50,-16.7631,128.9025
Moraori,Severely endangered,50,-8.7113,140.7128
Nakkara,Severely endangered,50,-12.1145,134.5825
Ngarinman,Severely endangered,50,-16.6782,129.7485
Norfolk-Pitcairn (Pitcairn),Vulnerable,50,-24.3721,-128.3203
Omaha-Ponca,Critically endangered,50,42.0817,-96.4855
Omotik,Critically endangered,50,-1.115,35.9143
Onge,Critically endangered,50,10.639,92.4938
Patua,Critically endangered,50,22.1632,113.5464
Paulohi,Critically endangered,50,-3.2721,128.757
Potawatomi (Kansas),Critically endangered,50,39.3251,-95.8495
Potawatomi (Michigan),Critically endangered,50,45.0269,-84.1992
Potawatomi (Oklahoma),Critically endangered,50,35.3135,-96.9255
Potawatomi (Wisconsin),Critically endangered,50,45.5601,-88.83
Salas,Severely endangered,50,-3.135,130.5505
Samray,Critically endangered,50,13.685,101.5931
Sapé,Critically endangered,50,5.0033,-63.5449
Sentilese,Critically endangered,50,11.5446,92.2576
Sian,Severely endangered,50,2.3854,114.3354
Tambotalo,Severely endangered,50,-15.4655,167.1027
Tanacross,Critically endangered,50,64.2159,-145.9643
Tanaina,Severely endangered,50,63.3422,-148.8647
Tanimbili,Severely endangered,50,-11.2935,166.5211
Warumungu,Severely endangered,50,-19.5183,133.9453
Zapotec of San Felipe Tejalapan,Critically endangered,50,17.1099,-96.8539
Tench,Critically endangered,49,-1.6394,150.6939
Mudburra,Severely endangered,48,-16.9727,131.77
Nunggubuyu,Severely endangered,44,-13.8807,135.725
Dumun,Critically endangered,42,-5.5421,146.0906
Kudu-Camo,Critically endangered,42,11.0166,8.8879
Asumboa,Severely endangered,40,-11.2982,166.4868
Bunuba,Severely endangered,40,-17.8951,125.7495
Chamacoco,Critically endangered,40,-23.0595,-55.6127
Garrwa,Severely endangered,40,-17.1197,137.6806
Gumbaynggirr,Critically endangered,40,-30.3349,152.8198
Maremgi,Definitely endangered,40,-2.2571,139.5455
Mono (Western),Critically endangered,40,37.0943,-119.4999
Southern Tutchone,Critically endangered,40,60.7796,-137.4983
Tipai (United States of America),Severely endangered,40,32.6049,-116.4678
Tofa,Critically endangered,40,53.7324,98.2589
Udege,Critically endangered,40,47.6209,136.0903
Yoki,Severely endangered,40,-1.5893,137.9127
Noy,Critically endangered,36,8.9312,17.8829
Chulym Turk,Critically endangered,35,57.3354,88.1542
Kapori,Critically endangered,35,-3.4,139.7
Kaqchikel (Mexico),Critically endangered,35,19.4044,-90.0604
Menominee,Critically endangered,35,44.9356,-88.6144
Quechua of Pacaraos,Critically endangered,35,-11.2538,-76.8054
Turaka,Critically endangered,35,-9.796,149.447
Barasana (Brazil),Severely endangered,34,0.7909,-68.6425
Bilakura,Critically endangered,34,-4.9404,145.5303
Macuna (Brazil),Vulnerable,32,1.1395,-67.7636
Jarawa,Critically endangered,31,12.6028,92.752
Kowaki,Critically endangered,31,-4.6079,145.4067
Kri,Severely endangered,31,18.25,105
Mawak,Critically endangered,31,-4.5819,145.3079
Alabat Island Agta,Critically endangered,30,14.1209,122.0282
Amahai,Critically endangered,30,-3.3352,128.9314
Bardi,Severely endangered,30,-16.9307,122.871
Cahuilla,Critically endangered,30,33.5404,-116.7436
Cambap,Critically endangered,30,6.4872,11.802
Carijona,Critically endangered,30,-1.2743,-70.1147
Chintaw,Critically endangered,30,24.9263,98.2414
Comox/Sliammon,Critically endangered,30,49.6795,-124.9542
Djeoromitxi,Severely endangered,30,-12.05,-64.6655
Duriankere,Critically endangered,30,-1.3896,130.9247
Goundo,Critically endangered,30,9.4761,16.2652
Kawucha,Critically endangered,30,-6.9373,146.1621
Kwerisa,Critically endangered,30,-2.9759,138.153
Mono (Eastern),Critically endangered,30,37.3674,-118.3953
Ngalkbun,Severely endangered,30,-13.5178,134.6264
Punan Batu,Critically endangered,30,2.6021,114
Rama,Critically endangered,30,11.8847,-83.7995
Sia Pedee,Critically endangered,30,0.9887,-79.1674
Ske,Severely endangered,30,-15.9085,168.1924
Valley Yokuts,Severely endangered,30,36.0582,-119.5241
Warnman,Severely endangered,30,-22.9786,122.7832
Wik Ngencherr,Severely endangered,30,-14.0939,141.8554
Wiradjuri,Critically endangered,30,-34.5608,147.041
Malinaltepec Tlapanec,Vulnerable,29,17.2451,-98.6717
Ahtna,Critically endangered,25,62.7547,-144.3164
Bieria,Critically endangered,25,-16.8045,168.2446
Caddo,Critically endangered,25,35.0985,-98.2603
Columbian,Critically endangered,25,48.1764,-119.0523
Iquito,Critically endangered,25,-3.6449,-74.1577
Kwazá,Critically endangered,25,-12.651,-60.4138
Marrithiyel,Critically endangered,25,-13.806,130.0451
Massep,Critically endangered,25,-1.7575,138.3178
Mor,Severely endangered,25,-2.8607,132.7697
Pisamira,Critically endangered,25,1.0656,-70.4388
Sakurabiat,Severely endangered,25,-12.967,-61.2652
Surel,Critically endangered,25,27.6969,86.3058
Upper Kuskokwim,Critically endangered,25,63.0091,-154.3889
Zumaya,Critically endangered,25,10.5323,14.3591
Kashaya,Critically endangered,24,38.6603,-123.3045
Kavalan,Critically endangered,24,24.7393,121.6996
Wardaman,Severely endangered,24,-14.9925,131.9293
Washo,Severely endangered,24,38.9226,-119.7256
Kuku Yalanji,Severely endangered,23,-15.8148,144.9316
Sām,Severely endangered,23,27.3595,86.9979
Southwestern Tlapanec,Vulnerable,23,16.9629,-99.0953
Alawa,Critically endangered,22,-16.4676,134.0771
Tobian,Critically endangered,22,2.9594,131.8084
Bara (Brazil),Vulnerable,21,0.3515,-68.9721
Ixcatec,Critically endangered,21,17.8493,-97.181
Añu,Critically endangered,20,11.022,-71.7352
Barzani Jewish Neo-Aramaic (Israel),Critically endangered,20,31.7888,35.1947
Bom,Severely endangered,20,7.3188,-11.9915
Bundjalung,Severely endangered,20,-28.9998,152.9077
Chung (Cambodia),Critically endangered,20,10.6875,103.8084
Dusner,Critically endangered,20,-2.7139,134.3888
Forest Enets,Critically endangered,20,68.6836,86.2727
Foya,Critically endangered,20,-2.4107,138.6996
Hermit,Critically endangered,20,-2.0869,146.9311
Jawoyn,Severely endangered,20,-14.2004,132.55
Kamasa,Critically endangered,20,-6.95,146.2
Kanakanabu,Critically endangered,20,23.1463,120.6782
Kembra,Critically endangered,20,-3.908,140.3942
Kilen,Critically endangered,20,47.4689,133.8574
Kim,Critically endangered,20,7.2425,-11.9476
Koko Bera,Severely endangered,20,-15.6865,141.5917
Kulina Páno,Severely endangered,20,-5.6597,-71.5429
Leco,Critically endangered,20,-15.586,-67.9064
Loun,Critically endangered,20,-2.8717,128.8366
Mander,Critically endangered,20,-2.4341,138.7284
Mangarla,Critically endangered,20,-20.159,122.6513
Maringarr,Critically endangered,20,-14.1525,129.6166
Nataoran,Critically endangered,20,24.0088,121.5898
Nez Perce,Critically endangered,20,46.4347,-116.8268
Nisvai,Critically endangered,20,-16.4492,167.7117
